dong_name,safety_cnt,leisure_cnt,food_cnt,health_cnt,conv_cnt,transp_cnt,cafe_cnt,pub_cnt,gu_id,dongx,dongy
상도동,485,23,618,182,49,133,92,28,12,37.499206,126.940385
상도1동,52,4,120,31,13,17,23,3,12,37.502889,126.950645
본동,38,1,22,9,4,26,4,0,12,37.511491,126.954336
흑석동,129,7,306,64,12,50,39,9,12,37.505964,126.962578
동작동,15,1,6,0,2,17,3,0,12,37.496605,126.980985
사당동,499,25,938,198,48,87,127,64,12,37.483974,126.974999
대방동,123,16,195,76,21,52,28,13,12,37.504791,126.927862
신대방동,208,21,338,74,26,42,68,14,12,37.492678,126.917721
봉천동,10,89,2168,370,143,212,250,93,5,37.482717,126.949951
신림동,11,84,2327,368,169,274,307,229,5,37.476412,126.925691
남현동,1,5,194,37,14,6,26,24,5,37.474116,126.976721
방배동,709,58,1121,244,70,162,209,12,15,37.484677,126.989955
양재동,310,18,910,97,55,70,134,11,15,37.474839,127.041717
우면동,81,10,80,31,9,38,41,1,15,37.466629,127.021892
원지동,8,0,24,1,0,7,10,0,15,37.446848,127.053774
잠원동,132,19,426,181,28,40,62,7,15,37.513667,127.016166
반포동,299,51,746,187,52,83,137,10,15,37.502816,127.010493
서초동,459,134,2096,638,127,187,370,50,15,37.488514,127.016222
내곡동,43,0,24,10,4,26,6,0,15,37.456881,127.074171
염곡동,16,0,4,1,1,13,6,0,15,37.462035,127.052837
신원동,38,1,49,7,6,24,19,0,15,37.447112,127.058841
역삼동,767,132,3117,621,165,73,487,110,1,37.500335,127.037596
개포동,639,17,399,120,31,76,72,3,1,37.478260,127.052024
청담동,359,63,924,279,42,26,97,33,1,37.523404,127.046858
삼성동,604,77,1200,213,82,62,227,41,1,37.512792,127.053085
대치동,564,64,1382,295,88,68,251,15,1,37.501711,127.057851
논현동,793,105,2000,506,105,47,261,49,1,37.513093,127.031353
압구정동,67,5,104,20,9,17,25,2,1,37.528752,127.031766
세곡동,67,2,82,25,5,34,20,0,1,37.466494,127.103021
자곡동,51,1,84,15,18,17,17,0,1,37.476796,127.100387
율현동,63,1,27,6,2,12,9,0,1,37.471450,127.107251
일원동,292,8,225,76,17,43,41,0,1,37.491326,127.083799
수서동,83,6,187,56,13,28,38,0,1,37.485767,127.098137
도곡동,285,36,498,161,32,44,82,1,1,37.486509,127.040738
잠실동,299,50,1038,233,34,46,125,33,18,37.506967,127.083673
신천동,95,37,412,126,12,25,73,0,18,37.517302,127.104967
풍납동,211,8,199,67,16,32,22,1,18,37.534673,127.117643
송파동,216,38,613,90,22,19,71,6,18,37.506058,127.111216
석촌동,163,24,586,100,25,19,40,9,18,37.502699,127.102321
삼전동,190,20,316,62,18,13,32,4,18,37.502724,127.092352
가락동,261,29,904,180,34,66,107,53,18,37.496486,127.126006
문정동,242,64,1235,137,44,49,168,12,18,37.486581,127.127495
장지동,167,10,180,39,11,50,23,1,18,37.478077,127.133269
방이동,265,36,938,126,41,50,80,39,18,37.512017,127.116902
오금동,214,15,266,46,20,34,34,3,18,37.503984,127.135124
거여동,427,12,256,74,20,42,36,5,18,37.494161,127.145196
마천동,287,2,327,66,16,29,20,10,18,37.497117,127.152393
명일동,206,17,376,149,21,42,66,5,2,37.549276,127.147555
고덕동,306,10,223,46,21,41,52,2,2,37.561068,127.160582
상일동,207,6,180,18,19,61,41,1,2,37.548220,127.170630
길동,318,21,567,119,42,37,49,94,2,37.539123,127.143163
둔촌동,223,10,177,34,19,40,35,2,2,37.531157,127.142891
암사동,485,19,356,92,38,30,65,12,2,37.552497,127.133010
성내동,559,57,915,170,61,55,129,18,2,37.531338,127.129174
천호동,834,24,950,205,78,54,122,34,2,37.543676,127.131748
강일동,63,3,66,41,15,49,16,0,2,37.569204,127.171620
