dong_id,type_id,score,score_id
208,8,3,1662
208,6,2,1663
208,7,1,1664
209,2,3,1665
209,3,2,1666
209,5,2,1667
209,4,3,1668
209,1,2,1669
209,8,3,1670
209,6,2,1671
209,7,1,1672
210,2,3,1673
210,3,3,1674
210,5,2,1675
210,4,3,1676
210,1,2,1677
210,8,3,1678
210,6,2,1679
210,7,1,1680
211,2,3,1681
211,3,3,1682
211,5,3,1683
211,4,3,1684
211,1,3,1685
211,8,3,1686
211,6,3,1687
211,7,2,1688
212,2,3,1689
212,3,3,1690
212,5,3,1691
212,4,3,1692
212,1,3,1693
212,8,3,1694
212,6,3,1695
212,7,2,1696
213,2,3,1697
213,3,1,1698
213,5,2,1699
213,4,2,1700
213,1,2,1701
213,8,2,1702
213,6,2,1703
213,7,2,1704
214,2,3,1705
214,3,2,1706
214,5,2,1707
214,4,3,1708
214,1,2,1709
214,8,2,1710
214,6,3,1711
214,7,2,1712
215,2,3,1713
215,3,3,1714
215,5,3,1715
215,4,3,1716
215,1,3,1717
215,8,3,1718
215,6,3,1719
215,7,2,1720
216,2,2,1721
216,3,2,1722
216,5,2,1723
216,4,2,1724
216,1,3,1725
216,8,2,1726
216,6,3,1727
216,7,2,1728
217,2,3,1729
217,3,3,1730
217,5,3,1731
217,4,3,1732
217,1,3,1733
217,8,3,1734
217,6,3,1735
217,7,2,1736
218,2,2,1737
218,3,3,1738
218,5,2,1739
218,4,3,1740
218,1,3,1741
218,8,3,1742
218,6,3,1743
218,7,1,1744
219,2,3,1745
219,3,3,1746
219,5,3,1747
219,4,3,1748
219,1,3,1749
219,8,3,1750
219,6,3,1751
219,7,2,1752
220,2,2,1753
220,3,3,1754
220,5,3,1755
220,4,3,1756
220,1,3,1757
220,8,2,1758
220,6,3,1759
220,7,2,1760
221,2,2,1761
221,3,3,1762
221,5,3,1763
221,4,3,1764
221,1,3,1765
221,8,3,1766
221,6,3,1767
221,7,2,1768
222,2,2,1769
222,3,2,1770
222,5,2,1771
222,4,2,1772
222,1,3,1773
222,8,2,1774
222,6,2,1775
222,7,2,1776
223,2,3,1777
223,3,3,1778
223,5,3,1779
223,4,3,1780
223,1,3,1781
223,8,3,1782
223,6,3,1783
223,7,2,1784
224,2,3,1785
224,3,3,1786
224,5,3,1787
224,4,3,1788
224,1,3,1789
224,8,3,1790
224,6,2,1791
224,7,2,1792
225,2,3,1793
225,3,3,1794
225,5,3,1795
225,4,3,1796
225,1,3,1797
225,8,3,1798
225,6,3,1799
225,7,2,1800
226,2,3,1801
226,3,3,1802
226,5,3,1803
226,4,3,1804
226,1,3,1805
226,8,3,1806
226,6,3,1807
226,7,2,1808
227,2,3,1809
227,3,3,1810
227,5,3,1811
227,4,3,1812
227,1,3,1813
227,8,3,1814
227,6,3,1815
227,7,2,1816
228,2,3,1817
228,3,3,1818
228,5,3,1819
228,4,3,1820
228,1,3,1821
228,8,3,1822
228,6,2,1823
228,7,2,1824
229,2,3,1825
229,3,3,1826
229,5,3,1827
229,4,2,1828
229,1,3,1829
229,8,2,1830
229,6,3,1831
229,7,2,1832
230,2,3,1833
230,3,3,1834
230,5,3,1835
230,4,3,1836
230,1,3,1837
230,8,3,1838
230,6,3,1839
230,7,2,1840
231,2,3,1841
231,3,3,1842
231,5,3,1843
231,4,3,1844
231,1,3,1845
231,8,3,1846
231,6,3,1847
231,7,2,1848
232,2,3,1849
232,3,3,1850
232,5,3,1851
232,4,3,1852
232,1,3,1853
232,8,3,1854
232,6,3,1855
232,7,2,1856
233,2,3,1857
233,3,3,1858
233,5,3,1859
233,4,3,1860
233,1,3,1861
233,8,3,1862
233,6,3,1863
233,7,2,1864
234,2,3,1865
234,3,3,1866
234,5,3,1867
234,4,3,1868
234,1,3,1869
234,8,3,1870
234,6,3,1871
234,7,2,1872
235,2,3,1873
235,3,3,1874
235,5,3,1875
235,4,3,1876
235,1,3,1877
235,8,3,1878
235,6,3,1879
235,7,2,1880
236,2,3,1881
236,3,3,1882
236,5,3,1883
236,4,3,1884
236,1,3,1885
236,8,3,1886
236,6,3,1887
236,7,2,1888
237,2,3,1889
237,3,3,1890
237,5,3,1891
237,4,3,1892
237,1,3,1893
237,8,3,1894
237,6,3,1895
237,7,2,1896
238,2,3,1897
238,3,2,1898
238,5,2,1899
238,4,2,1900
238,1,2,1901
238,8,3,1902
238,6,3,1903
238,7,1,1904
239,2,1,1905
239,3,1,1906
239,5,1,1907
239,4,2,1908
239,1,1,1909
239,8,2,1910
239,6,1,1911
239,7,1,1912
240,2,3,1913
240,3,2,1914
240,5,2,1915
240,4,2,1916
240,1,2,1917
240,8,3,1918
240,6,2,1919
240,7,1,1920
241,2,2,1921
241,3,2,1922
241,5,1,1923
241,4,2,1924
241,1,1,1925
241,8,1,1926
241,6,1,1927
241,7,1,1928
242,2,2,1929
242,3,2,1930
242,5,2,1931
242,4,2,1932
242,1,1,1933
242,8,1,1934
242,6,1,1935
242,7,2,1936
243,2,1,1937
243,3,1,1938
243,5,1,1939
243,4,2,1940
243,1,1,1941
243,8,1,1942
243,6,1,1943
243,7,1,1944
244,2,2,1945
244,3,1,1946
244,5,1,1947
244,4,1,1948
244,1,1,1949
244,8,1,1950
244,6,1,1951
244,7,1,1952
245,2,1,1953
245,3,2,1954
245,5,2,1955
245,4,2,1956
245,1,2,1957
245,8,1,1958
245,6,1,1959
245,7,2,1960
246,2,2,1961
246,3,2,1962
246,5,1,1963
246,4,3,1964
246,1,2,1965
246,8,1,1966
246,6,1,1967
246,7,1,1968
247,2,1,1969
247,3,1,1970
247,5,1,1971
247,4,1,1972
247,1,1,1973
247,8,1,1974
247,6,1,1975
247,7,1,1976
248,2,3,1977
248,3,1,1978
248,5,1,1979
248,4,1,1980
248,1,1,1981
248,8,2,1982
248,6,1,1983
248,7,1,1984
249,2,2,1985
249,3,1,1986
249,5,2,1987
249,4,1,1988
249,1,2,1989
249,8,2,1990
249,6,1,1991
249,7,1,1992
250,2,2,1993
250,3,1,1994
250,5,1,1995
250,4,1,1996
250,1,1,1997
250,8,2,1998
250,6,1,1999
250,7,1,2000
251,2,2,2001
251,3,1,2002
251,5,2,2003
251,4,2,2004
251,1,1,2005
251,8,1,2006
251,6,1,2007
251,7,1,2008
252,2,2,2009
252,3,1,2010
252,5,2,2011
252,4,2,2012
252,1,2,2013
252,8,2,2014
252,6,1,2015
252,7,1,2016
253,2,2,2017
253,3,3,2018
253,5,3,2019
253,4,2,2020
253,1,1,2021
253,8,1,2022
253,6,2,2023
253,7,2,2024
254,2,2,2025
254,3,1,2026
254,5,2,2027
254,4,1,2028
254,1,1,2029
254,8,2,2030
254,6,2,2031
254,7,2,2032
255,2,2,2033
255,3,1,2034
255,5,1,2035
255,4,1,2036
255,1,1,2037
255,8,1,2038
255,6,1,2039
255,7,1,2040
256,2,2,2041
256,3,1,2042
256,5,2,2043
256,4,2,2044
256,1,1,2045
256,8,1,2046
256,6,1,2047
256,7,1,2048
257,2,2,2049
257,3,1,2050
257,5,1,2051
257,4,1,2052
257,1,1,2053
257,8,1,2054
257,6,1,2055
257,7,1,2056
258,2,2,2057
258,3,1,2058
258,5,1,2059
258,4,1,2060
258,1,1,2061
258,8,1,2062
258,6,1,2063
258,7,1,2064
259,2,2,2065
259,3,1,2066
259,5,1,2067
259,4,1,2068
259,1,1,2069
259,8,2,2070
259,6,1,2071
259,7,1,2072
260,2,2,2073
260,3,1,2074
260,5,1,2075
260,4,1,2076
260,1,1,2077
260,8,1,2078
260,6,1,2079
260,7,1,2080
261,2,2,2081
261,3,1,2082
261,5,1,2083
261,4,1,2084
261,1,1,2085
261,8,1,2086
261,6,1,2087
261,7,1,2088
262,2,2,2089
262,3,3,2090
262,5,3,2091
262,4,2,2092
262,1,3,2093
262,8,2,2094
262,6,3,2095
262,7,2,2096
263,2,1,2097
263,3,1,2098
263,5,1,2099
263,4,1,2100
263,1,1,2101
263,8,1,2102
263,6,1,2103
263,7,1,2104
264,2,1,2105
264,3,1,2106
264,5,1,2107
264,4,2,2108
264,1,1,2109
264,8,1,2110
264,6,1,2111
264,7,1,2112
265,2,2,2113
265,3,1,2114
265,5,1,2115
265,4,1,2116
265,1,1,2117
265,8,1,2118
265,6,1,2119
265,7,1,2120
266,2,2,2121
266,3,1,2122
266,5,1,2123
266,4,1,2124
266,1,2,2125
266,8,1,2126
266,6,1,2127
266,7,2,2128
267,2,1,2129
267,3,2,2130
267,5,1,2131
267,4,1,2132
267,1,1,2133
267,8,2,2134
267,6,1,2135
267,7,1,2136
268,2,2,2137
268,3,1,2138
268,5,1,2139
268,4,1,2140
268,1,1,2141
268,8,1,2142
268,6,1,2143
268,7,1,2144
269,2,2,2145
269,3,1,2146
269,5,1,2147
269,4,1,2148
269,1,1,2149
269,8,1,2150
269,6,1,2151
269,7,1,2152
270,2,3,2153
270,3,3,2154
270,5,3,2155
270,4,3,2156
270,1,3,2157
270,8,3,2158
270,6,3,2159
270,7,2,2160
271,2,3,2161
271,3,3,2162
271,5,3,2163
271,4,3,2164
271,1,3,2165
271,8,3,2166
271,6,3,2167
271,7,2,2168
272,2,3,2169
272,3,3,2170
272,5,3,2171
272,4,3,2172
272,1,3,2173
272,8,3,2174
272,6,3,2175
272,7,2,2176
273,2,3,2177
273,3,3,2178
273,5,3,2179
273,4,3,2180
273,1,3,2181
273,8,3,2182
273,6,3,2183
273,7,2,2184
274,2,3,2185
274,3,1,2186
274,5,2,2187
274,4,2,2188
274,1,2,2189
274,8,2,2190
274,6,1,2191
274,7,1,2192
275,2,3,2193
275,3,3,2194
275,5,3,2195
275,4,3,2196
275,1,3,2197
275,8,3,2198
275,6,3,2199
275,7,2,2200
276,2,3,2201
276,3,2,2202
276,5,3,2203
276,4,3,2204
276,1,3,2205
276,8,3,2206
276,6,3,2207
276,7,2,2208
277,2,3,2209
277,3,3,2210
277,5,3,2211
277,4,3,2212
277,1,3,2213
277,8,3,2214
277,6,3,2215
277,7,2,2216
278,2,3,2217
278,3,3,2218
278,5,3,2219
278,4,3,2220
278,1,3,2221
278,8,3,2222
278,6,3,2223
278,7,2,2224
279,2,3,2225
279,3,3,2226
279,5,3,2227
279,4,3,2228
279,1,3,2229
279,8,3,2230
279,6,3,2231
279,7,2,2232
280,2,3,2233
280,3,1,2234
280,5,2,2235
280,4,2,2236
280,1,2,2237
280,8,2,2238
280,6,2,2239
280,7,2,2240
281,2,1,2241
281,3,3,2242
281,5,3,2243
281,4,3,2244
281,1,3,2245
281,8,3,2246
281,6,3,2247
281,7,1,2248
282,2,1,2249
282,3,3,2250
282,5,3,2251
282,4,3,2252
282,1,3,2253
282,8,3,2254
282,6,3,2255
282,7,2,2256
283,2,1,2257
283,3,3,2258
283,5,3,2259
283,4,3,2260
283,1,3,2261
283,8,3,2262
283,6,3,2263
283,7,2,2264
284,2,1,2265
284,3,2,2266
284,5,3,2267
284,4,3,2268
284,1,3,2269
284,8,3,2270
284,6,3,2271
284,7,2,2272
285,2,3,2273
285,3,3,2274
285,5,3,2275
285,4,3,2276
285,1,3,2277
285,8,3,2278
285,6,3,2279
285,7,2,2280
286,2,3,2281
286,3,3,2282
286,5,3,2283
286,4,3,2284
286,1,3,2285
286,8,3,2286
286,6,3,2287
286,7,2,2288
287,2,2,2289
287,3,2,2290
287,5,3,2291
287,4,3,2292
287,1,3,2293
287,8,3,2294
287,6,3,2295
287,7,2,2296
288,2,3,2297
288,3,3,2298
288,5,3,2299
288,4,3,2300
288,1,3,2301
288,8,3,2302
288,6,3,2303
288,7,2,2304
289,2,3,2305
289,3,3,2306
289,5,3,2307
289,4,3,2308
289,1,3,2309
289,8,3,2310
289,6,3,2311
289,7,2,2312
290,2,3,2313
290,3,1,2314
290,5,2,2315
290,4,2,2316
290,1,2,2317
290,8,2,2318
290,6,1,2319
290,7,2,2320
291,2,3,2321
291,3,3,2322
291,5,3,2323
291,4,3,2324
291,1,3,2325
291,8,3,2326
291,6,3,2327
291,7,2,2328
292,2,3,2329
292,3,3,2330
292,5,3,2331
292,4,3,2332
292,1,3,2333
292,8,3,2334
292,6,3,2335
292,7,2,2336
293,2,3,2337
293,3,3,2338
293,5,3,2339
293,4,3,2340
293,1,3,2341
293,8,3,2342
293,6,3,2343
293,7,2,2344
294,2,3,2345
294,3,2,2346
294,5,2,2347
294,4,3,2348
294,1,3,2349
294,8,3,2350
294,6,2,2351
294,7,1,2352
295,2,3,2353
295,3,3,2354
295,5,3,2355
295,4,3,2356
295,1,3,2357
295,8,3,2358
295,6,3,2359
295,7,2,2360
296,2,3,2361
296,3,3,2362
296,5,3,2363
296,4,3,2364
296,1,3,2365
296,8,3,2366
296,6,3,2367
296,7,2,2368
297,2,3,2369
297,3,3,2370
297,5,3,2371
297,4,3,2372
297,1,3,2373
297,8,3,2374
297,6,3,2375
297,7,2,2376
298,2,3,2377
298,3,3,2378
298,5,3,2379
298,4,3,2380
298,1,3,2381
298,8,3,2382
298,6,3,2383
298,7,2,2384
299,2,3,2385
299,3,2,2386
299,5,2,2387
299,4,3,2388
299,1,2,2389
299,8,2,2390
299,6,2,2391
299,7,2,2392
300,2,3,2393
300,3,3,2394
300,5,3,2395
300,4,3,2396
300,1,3,2397
300,8,3,2398
300,6,3,2399
300,7,1,2400
301,2,1,2401
301,3,1,2402
301,5,2,2403
301,4,2,2404
301,1,1,2405
301,8,2,2406
301,6,2,2407
301,7,2,2408
302,2,3,2409
302,3,1,2410
302,5,2,2411
302,4,2,2412
302,1,2,2413
302,8,2,2414
302,6,2,2415
302,7,2,2416
303,2,1,2417
303,3,1,2418
303,5,1,2419
303,4,1,2420
303,1,1,2421
303,8,1,2422
303,6,1,2423
303,7,1,2424
304,2,1,2425
304,3,1,2426
304,5,2,2427
304,4,2,2428
304,1,2,2429
304,8,1,2430
304,6,1,2431
304,7,2,2432
305,2,1,2433
305,3,1,2434
305,5,2,2435
305,4,2,2436
305,1,1,2437
305,8,2,2438
305,6,1,2439
305,7,2,2440
306,2,2,2441
306,3,1,2442
306,5,1,2443
306,4,1,2444
306,1,1,2445
306,8,2,2446
306,6,1,2447
306,7,1,2448
307,2,1,2449
307,3,2,2450
307,5,1,2451
307,4,2,2452
307,1,1,2453
307,8,1,2454
307,6,1,2455
307,7,1,2456
308,2,1,2457
308,3,2,2458
308,5,1,2459
308,4,2,2460
308,1,1,2461
308,8,2,2462
308,6,1,2463
308,7,2,2464
309,2,2,2465
309,3,1,2466
309,5,1,2467
309,4,1,2468
309,1,1,2469
309,8,2,2470
309,6,1,2471
309,7,1,2472
310,2,3,2473
310,3,2,2474
310,5,2,2475
310,4,2,2476
310,1,3,2477
310,8,3,2478
310,6,2,2479
310,7,2,2480
311,2,3,2481
311,3,3,2482
311,5,3,2483
311,4,3,2484
311,1,3,2485
311,8,3,2486
311,6,3,2487
311,7,2,2488
312,2,2,2489
312,3,3,2490
312,5,3,2491
312,4,2,2492
312,1,3,2493
312,8,2,2494
312,6,3,2495
312,7,2,2496
313,2,2,2497
313,3,2,2498
313,5,1,2499
313,4,2,2500
313,1,2,2501
313,8,2,2502
313,6,1,2503
313,7,1,2504
314,2,2,2505
314,3,3,2506
314,5,1,2507
314,4,1,2508
314,1,2,2509
314,8,1,2510
314,6,2,2511
314,7,1,2512
315,2,2,2513
315,3,1,2514
315,5,1,2515
315,4,1,2516
315,1,1,2517
315,8,1,2518
315,6,1,2519
315,7,1,2520
316,2,3,2521
316,3,3,2522
316,5,3,2523
316,4,3,2524
316,1,3,2525
316,8,2,2526
316,6,3,2527
316,7,2,2528
317,2,3,2529
317,3,3,2530
317,5,3,2531
317,4,3,2532
317,1,3,2533
317,8,3,2534
317,6,3,2535
317,7,2,2536
318,2,3,2537
318,3,3,2538
318,5,3,2539
318,4,3,2540
318,1,3,2541
318,8,3,2542
318,6,3,2543
318,7,2,2544
319,2,3,2545
319,3,3,2546
319,5,3,2547
319,4,3,2548
319,1,3,2549
319,8,3,2550
319,6,3,2551
319,7,2,2552
320,2,3,2553
320,3,3,2554
320,5,3,2555
320,4,3,2556
320,1,3,2557
320,8,3,2558
320,6,3,2559
320,7,2,2560
321,2,1,2561
321,3,3,2562
321,5,2,2563
321,4,3,2564
321,1,2,2565
321,8,3,2566
321,6,2,2567
321,7,1,2568
322,2,1,2569
322,3,3,2570
322,5,3,2571
322,4,3,2572
322,1,3,2573
322,8,3,2574
322,6,3,2575
322,7,2,2576
323,2,1,2577
323,3,2,2578
323,5,2,2579
323,4,2,2580
323,1,2,2581
323,8,2,2582
323,6,2,2583
323,7,1,2584
324,2,1,2585
324,3,3,2586
324,5,3,2587
324,4,3,2588
324,1,3,2589
324,8,3,2590
324,6,3,2591
324,7,2,2592
325,2,1,2593
325,3,2,2594
325,5,2,2595
325,4,2,2596
325,1,2,2597
325,8,2,2598
325,6,1,2599
325,7,1,2600
326,2,1,2601
326,3,1,2602
326,5,1,2603
326,4,1,2604
326,1,1,2605
326,8,1,2606
326,6,1,2607
326,7,1,2608
327,2,1,2609
327,3,1,2610
327,5,2,2611
327,4,1,2612
327,1,2,2613
327,8,1,2614
327,6,1,2615
327,7,1,2616
328,2,1,2617
328,3,2,2618
328,5,3,2619
328,4,3,2620
328,1,2,2621
328,8,3,2622
328,6,2,2623
328,7,1,2624
329,2,1,2625
329,3,2,2626
329,5,2,2627
329,4,2,2628
329,1,2,2629
329,8,2,2630
329,6,2,2631
329,7,1,2632
330,2,1,2633
330,3,3,2634
330,5,2,2635
330,4,3,2636
330,1,2,2637
330,8,2,2638
330,6,2,2639
330,7,2,2640
331,2,1,2641
331,3,2,2642
331,5,2,2643
331,4,2,2644
331,1,3,2645
331,8,3,2646
331,6,3,2647
331,7,2,2648
332,2,1,2649
332,3,1,2650
332,5,1,2651
332,4,1,2652
332,1,1,2653
332,8,1,2654
332,6,1,2655
332,7,1,2656
333,2,1,2657
333,3,1,2658
333,5,1,2659
333,4,2,2660
333,1,1,2661
333,8,2,2662
333,6,1,2663
333,7,1,2664
334,2,1,2665
334,3,3,2666
334,5,2,2667
334,4,2,2668
334,1,2,2669
334,8,3,2670
334,6,2,2671
334,7,1,2672
335,2,1,2673
335,3,2,2674
335,5,3,2675
335,4,2,2676
335,1,2,2677
335,8,2,2678
335,6,3,2679
335,7,2,2680
336,2,1,2681
336,3,1,2682
336,5,1,2683
336,4,1,2684
336,1,1,2685
336,8,1,2686
336,6,1,2687
336,7,1,2688
337,2,3,2689
337,3,3,2690
337,5,3,2691
337,4,3,2692
337,1,3,2693
337,8,3,2694
337,6,3,2695
337,7,2,2696
338,2,1,2697
338,3,1,2698
338,5,1,2699
338,4,1,2700
338,1,1,2701
338,8,1,2702
338,6,1,2703
338,7,1,2704
339,2,1,2705
339,3,3,2706
339,5,3,2707
339,4,3,2708
339,1,3,2709
339,8,3,2710
339,6,3,2711
339,7,2,2712
340,2,1,2713
340,3,3,2714
340,5,3,2715
340,4,3,2716
340,1,3,2717
340,8,2,2718
340,6,3,2719
340,7,2,2720
341,2,1,2721
341,3,3,2722
341,5,3,2723
341,4,3,2724
341,1,3,2725
341,8,3,2726
341,6,3,2727
341,7,2,2728
342,2,1,2729
342,3,3,2730
342,5,3,2731
342,4,3,2732
342,1,3,2733
342,8,3,2734
342,6,3,2735
342,7,2,2736
343,2,1,2737
343,3,2,2738
343,5,3,2739
343,4,2,2740
343,1,3,2741
343,8,3,2742
343,6,3,2743
343,7,2,2744
344,2,1,2745
344,3,3,2746
344,5,3,2747
344,4,2,2748
344,1,3,2749
344,8,3,2750
344,6,3,2751
344,7,1,2752
345,2,1,2753
345,3,1,2754
345,5,1,2755
345,4,2,2756
345,1,2,2757
345,8,2,2758
345,6,1,2759
345,7,1,2760
346,2,1,2761
346,3,3,2762
346,5,3,2763
346,4,3,2764
346,1,3,2765
346,8,3,2766
346,6,3,2767
346,7,2,2768
347,2,3,2769
347,3,3,2770
347,5,3,2771
347,4,3,2772
347,1,3,2773
347,8,3,2774
347,6,3,2775
347,7,2,2776
348,2,3,2777
348,3,3,2778
348,5,3,2779
348,4,3,2780
348,1,3,2781
348,8,3,2782
348,6,3,2783
348,7,2,2784
349,2,3,2785
349,3,3,2786
349,5,3,2787
349,4,3,2788
349,1,3,2789
349,8,3,2790
349,6,3,2791
349,7,2,2792
350,2,3,2793
350,3,3,2794
350,5,3,2795
350,4,3,2796
350,1,3,2797
350,8,3,2798
350,6,3,2799
350,7,2,2800
351,2,3,2801
351,3,3,2802
351,5,3,2803
351,4,3,2804
351,1,3,2805
351,8,3,2806
351,6,3,2807
351,7,2,2808
352,2,3,2809
352,3,3,2810
352,5,3,2811
352,4,3,2812
352,1,3,2813
352,8,3,2814
352,6,3,2815
352,7,2,2816
353,2,2,2817
353,3,3,2818
353,5,3,2819
353,4,3,2820
353,1,3,2821
353,8,3,2822
353,6,3,2823
353,7,2,2824
354,2,3,2825
354,3,3,2826
354,5,3,2827
354,4,3,2828
354,1,3,2829
354,8,3,2830
354,6,3,2831
354,7,2,2832
355,2,1,2833
355,3,1,2834
355,5,1,2835
355,4,1,2836
355,1,1,2837
355,8,2,2838
355,6,1,2839
355,7,1,2840
356,2,3,2841
356,3,2,2842
356,5,3,2843
356,4,2,2844
356,1,3,2845
356,8,3,2846
356,6,3,2847
356,7,2,2848
357,2,3,2849
357,3,3,2850
357,5,3,2851
357,4,3,2852
357,1,3,2853
357,8,3,2854
357,6,3,2855
357,7,2,2856
358,2,3,2857
358,3,1,2858
358,5,1,2859
358,4,1,2860
358,1,1,2861
358,8,2,2862
358,6,1,2863
358,7,1,2864
359,2,1,2865
359,3,1,2866
359,5,1,2867
359,4,1,2868
359,1,1,2869
359,8,1,2870
359,6,1,2871
359,7,1,2872
360,2,1,2873
360,3,1,2874
360,5,1,2875
360,4,1,2876
360,1,1,2877
360,8,1,2878
360,6,1,2879
360,7,1,2880
361,2,1,2881
361,3,1,2882
361,5,1,2883
361,4,1,2884
361,1,1,2885
361,8,1,2886
361,6,1,2887
361,7,1,2888
362,2,3,2889
362,3,3,2890
362,5,3,2891
362,4,3,2892
362,1,3,2893
362,8,3,2894
362,6,3,2895
362,7,1,2896
363,2,3,2897
363,3,3,2898
363,5,3,2899
363,4,3,2900
363,1,3,2901
363,8,3,2902
363,6,3,2903
363,7,2,2904
364,2,3,2905
364,3,1,2906
364,5,3,2907
364,4,2,2908
364,1,2,2909
364,8,2,2910
364,6,1,2911
364,7,2,2912
365,2,3,2913
365,3,3,2914
365,5,3,2915
365,4,3,2916
365,1,3,2917
365,8,3,2918
365,6,3,2919
365,7,2,2920
366,2,3,2921
366,3,3,2922
366,5,3,2923
366,4,3,2924
366,1,3,2925
366,8,3,2926
366,6,3,2927
366,7,2,2928
367,2,3,2929
367,3,3,2930
367,5,3,2931
367,4,3,2932
367,1,3,2933
367,8,3,2934
367,6,3,2935
367,7,2,2936
368,2,3,2937
368,3,1,2938
368,5,2,2939
368,4,2,2940
368,1,2,2941
368,8,3,2942
368,6,2,2943
368,7,1,2944
369,2,3,2945
369,3,2,2946
369,5,2,2947
369,4,2,2948
369,1,2,2949
369,8,2,2950
369,6,2,2951
369,7,1,2952
370,2,2,2953
370,3,2,2954
370,5,1,2955
370,4,2,2956
370,1,2,2957
370,8,3,2958
370,6,2,2959
370,7,1,2960
371,2,2,2961
371,3,2,2962
371,5,2,2963
371,4,2,2964
371,1,3,2965
371,8,3,2966
371,6,2,2967
371,7,1,2968
372,2,3,2969
372,3,3,2970
372,5,3,2971
372,4,3,2972
372,1,3,2973
372,8,3,2974
372,6,3,2975
372,7,2,2976
373,2,3,2977
373,3,3,2978
373,5,3,2979
373,4,3,2980
373,1,3,2981
373,8,3,2982
373,6,3,2983
373,7,2,2984
374,2,3,2985
374,3,3,2986
374,5,3,2987
374,4,3,2988
374,1,3,2989
374,8,3,2990
374,6,3,2991
374,7,2,2992
375,2,3,2993
375,3,3,2994
375,5,2,2995
375,4,2,2996
375,1,2,2997
375,8,2,2998
375,6,3,2999
375,7,2,3000
376,2,1,3001
376,3,1,3002
376,5,1,3003
376,4,1,3004
376,1,2,3005
376,8,1,3006
376,6,1,3007
376,7,1,3008
377,2,2,3009
377,3,2,3010
377,5,2,3011
377,4,1,3012
377,1,2,3013
377,8,2,3014
377,6,2,3015
377,7,2,3016
378,2,2,3017
378,3,1,3018
378,5,3,3019
378,4,3,3020
378,1,2,3021
378,8,2,3022
378,6,2,3023
378,7,2,3024
379,2,2,3025
379,3,3,3026
379,5,2,3027
379,4,3,3028
379,1,2,3029
379,8,2,3030
379,6,3,3031
379,7,2,3032
380,2,2,3033
380,3,1,3034
380,5,2,3035
380,4,2,3036
380,1,1,3037
380,8,1,3038
380,6,1,3039
380,7,2,3040
381,2,2,3041
381,3,1,3042
381,5,2,3043
381,4,2,3044
381,1,2,3045
381,8,1,3046
381,6,2,3047
381,7,1,3048
382,2,2,3049
382,3,2,3050
382,5,2,3051
382,4,2,3052
382,1,3,3053
382,8,2,3054
382,6,2,3055
382,7,1,3056
383,2,2,3057
383,3,2,3058
383,5,2,3059
383,4,2,3060
383,1,2,3061
383,8,2,3062
383,6,2,3063
383,7,1,3064
384,2,3,3065
384,3,3,3066
384,5,3,3067
384,4,3,3068
384,1,3,3069
384,8,3,3070
384,6,3,3071
384,7,2,3072
385,2,3,3073
385,3,1,3074
385,5,2,3075
385,4,2,3076
385,1,2,3077
385,8,2,3078
385,6,2,3079
385,7,2,3080
386,2,2,3081
386,3,1,3082
386,5,2,3083
386,4,2,3084
386,1,2,3085
386,8,2,3086
386,6,1,3087
386,7,1,3088
387,2,2,3089
387,3,3,3090
387,5,3,3091
387,4,2,3092
387,1,2,3093
387,8,2,3094
387,6,3,3095
387,7,2,3096
388,2,2,3097
388,3,3,3098
388,5,2,3099
388,4,2,3100
388,1,2,3101
388,8,2,3102
388,6,2,3103
388,7,1,3104
389,2,2,3105
389,3,3,3106
389,5,2,3107
389,4,3,3108
389,1,2,3109
389,8,2,3110
389,6,2,3111
389,7,2,3112
390,2,3,3113
390,3,2,3114
390,5,2,3115
390,4,3,3116
390,1,3,3117
390,8,2,3118
390,6,2,3119
390,7,2,3120
391,2,2,3121
391,3,1,3122
391,5,1,3123
391,4,1,3124
391,1,2,3125
391,8,2,3126
391,6,1,3127
391,7,2,3128
392,2,3,3129
392,3,2,3130
392,5,2,3131
392,4,2,3132
392,1,3,3133
392,8,3,3134
392,6,2,3135
392,7,2,3136
393,2,2,3137
393,3,1,3138
393,5,1,3139
393,4,1,3140
393,1,1,3141
393,8,1,3142
393,6,1,3143
393,7,1,3144
394,2,2,3145
394,3,1,3146
394,5,2,3147
394,4,1,3148
394,1,1,3149
394,8,1,3150
394,6,1,3151
394,7,2,3152
395,2,2,3153
395,3,3,3154
395,5,3,3155
395,4,3,3156
395,1,3,3157
395,8,2,3158
395,6,3,3159
395,7,2,3160
396,2,2,3161
396,3,1,3162
396,5,2,3163
396,4,1,3164
396,1,1,3165
396,8,1,3166
396,6,1,3167
396,7,2,3168
397,2,2,3169
397,3,1,3170
397,5,1,3171
397,4,1,3172
397,1,2,3173
397,8,2,3174
397,6,1,3175
397,7,1,3176
398,2,2,3177
398,3,2,3178
398,5,2,3179
398,4,2,3180
398,1,2,3181
398,8,2,3182
398,6,2,3183
398,7,1,3184
399,2,2,3185
399,3,1,3186
399,5,2,3187
399,4,1,3188
399,1,2,3189
399,8,2,3190
399,6,2,3191
399,7,2,3192
400,2,2,3193
400,3,2,3194
400,5,2,3195
400,4,2,3196
400,1,2,3197
400,8,2,3198
400,6,2,3199
400,7,2,3200
401,2,3,3201
401,3,2,3202
401,5,2,3203
401,4,2,3204
401,1,3,3205
401,8,2,3206
401,6,2,3207
401,7,1,3208
402,2,2,3209
402,3,2,3210
402,5,3,3211
402,4,2,3212
402,1,2,3213
402,8,2,3214
