dong_id,type_id,score,score_id
155,5,2,1235
155,4,2,1236
155,1,2,1237
155,8,1,1238
155,6,2,1239
155,7,1,1240
156,2,1,1241
156,3,1,1242
156,5,1,1243
156,4,1,1244
156,1,1,1245
156,8,1,1246
156,6,1,1247
156,7,1,1248
157,2,1,1249
157,3,1,1250
157,5,1,1251
157,4,1,1252
157,1,1,1253
157,8,1,1254
157,6,1,1255
157,7,1,1256
158,2,2,1257
158,3,1,1258
158,5,2,1259
158,4,2,1260
158,1,2,1261
158,8,2,1262
158,6,2,1263
158,7,2,1264
159,2,2,1265
159,3,1,1266
159,5,1,1267
159,4,1,1268
159,1,1,1269
159,8,1,1270
159,6,1,1271
159,7,1,1272
160,2,2,1273
160,3,1,1274
160,5,1,1275
160,4,1,1276
160,1,1,1277
160,8,1,1278
160,6,1,1279
160,7,1,1280
161,2,2,1281
161,3,1,1282
161,5,1,1283
161,4,2,1284
161,1,2,1285
161,8,1,1286
161,6,1,1287
161,7,1,1288
162,2,3,1289
162,3,2,1290
162,5,2,1291
162,4,2,1292
162,1,2,1293
162,8,2,1294
162,6,2,1295
162,7,2,1296
163,2,3,1297
163,3,1,1298
163,5,3,1299
163,4,2,1300
163,1,2,1301
163,8,3,1302
163,6,2,1303
163,7,1,1304
164,2,1,1305
164,3,1,1306
164,5,1,1307
164,4,1,1308
164,1,1,1309
164,8,1,1310
164,6,1,1311
164,7,1,1312
165,2,2,1313
165,3,2,1314
165,5,2,1315
165,4,3,1316
165,1,2,1317
165,8,2,1318
165,6,2,1319
165,7,1,1320
166,2,2,1321
166,3,2,1322
166,5,2,1323
166,4,2,1324
166,1,1,1325
166,8,1,1326
166,6,1,1327
166,7,1,1328
167,2,1,1329
167,3,1,1330
167,5,1,1331
167,4,1,1332
167,1,1,1333
167,8,1,1334
167,6,1,1335
167,7,1,1336
168,2,2,1337
168,3,1,1338
168,5,2,1339
168,4,2,1340
168,1,2,1341
168,8,2,1342
168,6,2,1343
168,7,1,1344
169,2,3,1345
169,3,1,1346
169,5,2,1347
169,4,2,1348
169,1,2,1349
169,8,2,1350
169,6,2,1351
169,7,2,1352
170,2,2,1353
170,3,1,1354
170,5,1,1355
170,4,1,1356
170,1,1,1357
170,8,1,1358
170,6,1,1359
170,7,1,1360
171,2,2,1361
171,3,1,1362
171,5,2,1363
171,4,1,1364
171,1,1,1365
171,8,2,1366
171,6,3,1367
171,7,1,1368
172,2,2,1369
172,3,2,1370
172,5,2,1371
172,4,2,1372
172,1,2,1373
172,8,1,1374
172,6,2,1375
172,7,1,1376
173,2,2,1377
173,3,2,1378
173,5,2,1379
173,4,2,1380
173,1,2,1381
173,8,2,1382
173,6,2,1383
173,7,2,1384
174,2,2,1385
174,3,1,1386
174,5,2,1387
174,4,2,1388
174,1,2,1389
174,8,2,1390
174,6,1,1391
174,7,1,1392
175,2,2,1393
175,3,1,1394
175,5,1,1395
175,4,1,1396
175,1,1,1397
175,8,1,1398
175,6,1,1399
175,7,1,1400
176,2,1,1401
176,3,1,1402
176,5,1,1403
176,4,1,1404
176,1,2,1405
176,8,1,1406
176,6,1,1407
176,7,1,1408
177,2,1,1409
177,3,1,1410
177,5,1,1411
177,4,1,1412
177,1,1,1413
177,8,1,1414
177,6,1,1415
177,7,1,1416
178,2,2,1417
178,3,1,1418
178,5,1,1419
178,4,1,1420
178,1,2,1421
178,8,1,1422
178,6,1,1423
178,7,1,1424
179,2,2,1425
179,3,1,1426
179,5,1,1427
179,4,1,1428
179,1,1,1429
179,8,2,1430
179,6,1,1431
179,7,1,1432
180,2,3,1433
180,3,1,1434
180,5,1,1435
180,4,2,1436
180,1,2,1437
180,8,2,1438
180,6,2,1439
180,7,1,1440
181,2,1,1441
181,3,1,1442
181,5,1,1443
181,4,1,1444
181,1,1,1445
181,8,2,1446
181,6,1,1447
181,7,1,1448
182,2,2,1449
182,3,1,1450
182,5,2,1451
182,4,2,1452
182,1,2,1453
182,8,2,1454
182,6,2,1455
182,7,1,1456
183,2,1,1457
183,3,1,1458
183,5,1,1459
183,4,1,1460
183,1,2,1461
183,8,2,1462
183,6,1,1463
183,7,1,1464
184,2,1,1465
184,3,1,1466
184,5,1,1467
184,4,1,1468
184,1,1,1469
184,8,1,1470
184,6,1,1471
184,7,1,1472
185,2,2,1473
185,3,1,1474
185,5,2,1475
185,4,2,1476
185,1,2,1477
185,8,2,1478
185,6,2,1479
185,7,1,1480
186,2,2,1481
186,3,1,1482
186,5,3,1483
186,4,3,1484
186,1,2,1485
186,8,2,1486
186,6,3,1487
186,7,1,1488
187,2,1,1489
187,3,1,1490
187,5,1,1491
187,4,1,1492
187,1,1,1493
187,8,1,1494
187,6,1,1495
187,7,1,1496
188,2,2,1497
188,3,1,1498
188,5,1,1499
188,4,1,1500
188,1,1,1501
188,8,1,1502
188,6,1,1503
188,7,1,1504
189,2,3,1505
189,3,3,1506
189,5,3,1507
189,4,2,1508
189,1,3,1509
189,8,3,1510
189,6,3,1511
189,7,1,1512
190,2,3,1513
190,3,3,1514
190,5,2,1515
190,4,3,1516
190,1,2,1517
190,8,3,1518
190,6,2,1519
190,7,2,1520
191,2,3,1521
191,3,3,1522
191,5,3,1523
191,4,2,1524
191,1,3,1525
191,8,3,1526
191,6,3,1527
191,7,2,1528
192,2,3,1529
192,3,3,1530
192,5,3,1531
192,4,3,1532
192,1,2,1533
192,8,3,1534
192,6,3,1535
192,7,2,1536
193,2,2,1537
193,3,2,1538
193,5,1,1539
193,4,1,1540
193,1,1,1541
193,8,2,1542
193,6,1,1543
193,7,1,1544
194,2,2,1545
194,3,1,1546
194,5,1,1547
194,4,1,1548
194,1,1,1549
194,8,2,1550
194,6,1,1551
194,7,1,1552
195,2,1,1553
195,3,1,1554
195,5,1,1555
195,4,1,1556
195,1,1,1557
195,8,1,1558
195,6,1,1559
195,7,1,1560
196,2,2,1561
196,3,1,1562
196,5,1,1563
196,4,1,1564
196,1,2,1565
196,8,2,1566
196,6,1,1567
196,7,1,1568
197,2,3,1569
197,3,2,1570
197,5,2,1571
197,4,2,1572
197,1,2,1573
197,8,2,1574
197,6,2,1575
197,7,1,1576
198,2,1,1577
198,3,1,1578
198,5,2,1579
198,4,2,1580
198,1,2,1581
198,8,2,1582
198,6,1,1583
198,7,1,1584
199,2,3,1585
199,3,3,1586
199,5,3,1587
199,4,3,1588
199,1,3,1589
199,8,3,1590
199,6,3,1591
199,7,2,1592
200,2,2,1593
200,3,2,1594
200,5,2,1595
200,4,2,1596
200,1,1,1597
200,8,1,1598
200,6,1,1599
200,7,2,1600
201,2,2,1601
201,3,3,1602
201,5,2,1603
201,4,3,1604
201,1,2,1605
201,8,1,1606
201,6,2,1607
201,7,2,1608
202,2,3,1609
202,3,2,1610
202,5,2,1611
202,4,2,1612
202,1,2,1613
202,8,3,1614
202,6,2,1615
202,7,2,1616
203,2,3,1617
203,3,1,1618
203,5,1,1619
203,4,1,1620
203,1,2,1621
203,8,2,1622
203,6,2,1623
203,7,1,1624
204,2,3,1625
204,3,3,1626
204,5,3,1627
204,4,3,1628
204,1,3,1629
204,8,3,1630
204,6,3,1631
204,7,2,1632
205,2,3,1633
205,3,1,1634
205,5,1,1635
205,4,2,1636
205,1,2,1637
205,8,3,1638
205,6,1,1639
205,7,1,1640
206,2,2,1641
206,3,2,1642
206,5,2,1643
206,4,2,1644
206,1,2,1645
206,8,3,1646
206,6,2,1647
206,7,1,1648
207,2,3,1649
207,3,2,1650
207,5,2,1651
207,4,2,1652
207,1,2,1653
207,8,2,1654
207,6,1,1655
207,7,2,1656
208,2,3,1657
208,3,1,1658
208,5,2,1659
208,4,3,1660
208,1,2,1661
